Region,Diameter,Age,Length,Events
Area 1,100,6,0.01067,0
Area 1,100,8,0.03949,1
Area 1,100,9,0.03319,0
Area 1,100,10,0.02947,0
Area 1,100,12,0.2857,2
Area 1,100,14,0.03632,0
Area 1,100,15,0.14847,0
Area 1,100,17,0.05481,0
Area 1,100,22,0.09968,0
Area 1,100,23,0.08095,0
Area 1,100,25,0.08634,0
Area 1,100,28,0.04304,0
Area 1,100,32,0.12639,0
Area 1,100,33,0.03446,0
Area 1,100,36,1.15246,1
Area 1,100,40,0.08855,0
Area 1,100,42,0.387,2
Area 1,100,45,0.09326,0
Area 1,100,47,0.05661,0
Area 1,100,50,0.92552,3
Area 1,100,57,0.04145,0
Area 1,100,59,0.11505,1
Area 1,100,66,0.08577,0
Area 1,100,70,1.01217,2
Area 1,100,71,0.05979,0
Area 1,100,77,0.05526,0
Area 1,100,79,0.03697,0
Area 1,100,85,2.67548,4
Area 1,100,86,0.20786,1
Area 1,100,88,0.15641,0
Area 1,100,91,0.01004,0
Area 1,100,92,0.03916,1
Area 1,100,94,0.03711,1
Area 1,100,95,1.09647,2
Area 1,150,5,0.1614,0
Area 1,150,6,0.25439,0
Area 1,150,7,0.58764,0
Area 1,150,8,1.51916,0
Area 1,150,9,3.51035,2
Area 1,150,10,4.23778,1
Area 1,150,11,2.47708,0
Area 1,150,12,15.17816,19
Area 1,150,13,2.84112,3
Area 1,150,14,0.81962,0
Area 1,150,15,10.02958,12
Area 1,150,16,1.10073,1
Area 1,150,17,0.56878,0
Area 1,150,18,0.31299,3
Area 1,150,19,0.90425,1
Area 1,150,20,1.29152,4
Area 1,150,21,1.3078,2
Area 1,150,22,30.12305,33
Area 1,150,23,1.57863,1
Area 1,150,24,0.21012,0
Area 1,150,25,1.45259,0
Area 1,150,26,0.22081,0
Area 1,150,27,0.45331,0
Area 1,150,28,0.20356,0
Area 1,150,29,0.02658,0
Area 1,150,31,0.1457,0
Area 1,150,32,24.38401,20
Area 1,150,33,0.22906,0
Area 1,150,34,0.38886,4
Area 1,150,35,1.23918,1
Area 1,150,36,45.15879,66
Area 1,150,37,0.47115,0
Area 1,150,38,1.08946,0
Area 1,150,39,0.88738,5
Area 1,150,40,0.78767,1
Area 1,150,42,29.8059,49
Area 1,150,43,0.97908,1
Area 1,150,44,0.15559,0
Area 1,150,45,0.15576,0
Area 1,150,50,36.65684,61
Area 1,150,55,1.57026,1
Area 1,150,57,0.23707,0
Area 1,150,59,0.54612,2
Area 1,150,63,0.1289,0
Area 1,150,70,39.4676,91
Area 1,150,71,5.75876,4
Area 1,150,77,0.44432,2
Area 1,150,79,0.04855,1
Area 1,150,85,54.0854,88
Area 1,150,86,0.10311,0
Area 1,150,88,0.42862,0
Area 1,150,91,0.16734,0
Area 1,150,92,0.02772,0
Area 1,150,93,0.06854,0
Area 1,150,94,0.39353,2
Area 1,150,95,15.68933,42
Area 1,150,100,0.0068,0
Area 1,225,5,0.00727,0
Area 1,225,6,0.21827,0
Area 1,225,7,0.2494,0
Area 1,225,8,0.05862,0
Area 1,225,9,0.84593,1
Area 1,225,10,0.9356,0
Area 1,225,11,1.49106,0
Area 1,225,12,26.5905,13
Area 1,225,13,0.8801,0
Area 1,225,14,0.51102,0
Area 1,225,15,8.42174,18
Area 1,225,17,0.60894,1
Area 1,225,18,0.34641,0
Area 1,225,19,0.8907,1
Area 1,225,20,0.9189,1
Area 1,225,21,0.95532,0
Area 1,225,22,23.55822,18
Area 1,225,23,2.32121,0
Area 1,225,24,0.05633,0
Area 1,225,25,2.44334,0
Area 1,225,26,0.14042,0
Area 1,225,27,0.56809,0
Area 1,225,28,0.27935,0
Area 1,225,29,0.49441,0
Area 1,225,31,0.34231,0
Area 1,225,32,46.61684,23
Area 1,225,33,0.25144,0
Area 1,225,34,0.13255,0
Area 1,225,35,0.78069,1
Area 1,225,36,69.63029,60
Area 1,225,37,0.49782,0
Area 1,225,38,0.84406,1
Area 1,225,39,0.91926,0
Area 1,225,40,1.28591,0
Area 1,225,42,51.99951,53
Area 1,225,43,0.1816,0
Area 1,225,44,0.60611,0
Area 1,225,45,1.35214,2
Area 1,225,46,0.31419,0
Area 1,225,47,0.08491,0
Area 1,225,48,0.25294,0
Area 1,225,49,0.19903,0
Area 1,225,50,34.49932,45
Area 1,225,55,0.08714,1
Area 1,225,57,1.20604,0
Area 1,225,59,0.1717,0
Area 1,225,63,0.37047,0
Area 1,225,66,0.07451,0
Area 1,225,67,0.12869,0
Area 1,225,69,0.15396,0
Area 1,225,70,66.91993,76
Area 1,225,71,20.17203,26
Area 1,225,77,0.9485,0
Area 1,225,84,0.16482,1
Area 1,225,85,117.06559,156
Area 1,225,86,0.24907,1
Area 1,225,88,0.89633,3
Area 1,225,91,0.56459,1
Area 1,225,92,0.38636,1
Area 1,225,93,0.12414,1
Area 1,225,94,0.40327,0
Area 1,225,95,58.62863,169
Area 1,225,100,0.01841,0
Area 1,300,6,0.0757,0
Area 1,300,8,0.2257,0
Area 1,300,9,0.16831,0
Area 1,300,10,0.14699,0
Area 1,300,11,0.05055,0
Area 1,300,12,3.291,0
Area 1,300,13,0.18855,0
Area 1,300,14,0.28083,0
Area 1,300,15,2.8071,1
Area 1,300,17,0.12524,0
Area 1,300,19,0.38019,0
Area 1,300,20,0.05231,0
Area 1,300,21,0.13856,0
Area 1,300,22,4.34173,10
Area 1,300,23,0.66479,0
Area 1,300,24,0.11688,0
Area 1,300,25,0.60033,0
Area 1,300,26,0.22931,0
Area 1,300,27,0.4209,0
Area 1,300,29,0.34374,0
Area 1,300,31,0.30836,0
Area 1,300,32,6.13842,2
Area 1,300,33,0.03739,0
Area 1,300,35,0.08697,0
Area 1,300,36,11.73602,10
Area 1,300,37,0.13334,0
Area 1,300,39,0.31477,0
Area 1,300,40,0.04453,0
Area 1,300,42,7.88243,6
Area 1,300,43,0.62023,0
Area 1,300,44,0.16807,0
Area 1,300,45,2.22012,5
Area 1,300,50,3.35122,2
Area 1,300,57,0.27439,0
Area 1,300,70,6.30035,1
Area 1,300,71,3.81828,0
Area 1,300,77,0.48084,0
Area 1,300,85,17.95749,8
Area 1,300,88,0.42139,0
Area 1,300,91,0.10607,0
Area 1,300,92,0.1946,0
Area 1,300,95,9.19575,9
Area 1,375,6,0.01948,0
Area 1,375,9,0.00972,0
Area 1,375,11,0.00497,0
Area 1,375,12,0.82882,0
Area 1,375,15,0.45162,0
Area 1,375,17,0.00301,0
Area 1,375,22,1.73036,0
Area 1,375,25,0.12307,0
Area 1,375,27,0.08128,0
Area 1,375,29,0.08658,0
Area 1,375,32,1.11047,0
Area 1,375,33,0.10271,0
Area 1,375,36,3.30871,6
Area 1,375,37,0.45031,0
Area 1,375,39,0.16535,0
Area 1,375,40,0.09144,0
Area 1,375,42,1.27456,0
Area 1,375,43,0.10404,0
Area 1,375,45,0.66966,1
Area 1,375,50,1.23677,0
Area 1,375,69,0.27752,0
Area 1,375,70,2.60388,0
Area 1,375,71,1.35226,1
Area 1,375,85,3.92138,2
Area 1,375,88,0.02867,0
Area 1,375,91,0.18022,1
Area 1,375,95,1.83121,2
Area 1,450,8,0.04791,0
Area 1,450,9,0.05316,0
Area 1,450,12,0.05715,0
Area 1,450,14,0.11841,0
Area 1,450,15,0.35731,1
Area 1,450,16,0.05614,0
Area 1,450,22,0.21153,0
Area 1,450,23,0.05805,0
Area 1,450,31,0.02842,0
Area 1,450,32,0.87112,0
Area 1,450,36,0.86463,0
Area 1,450,42,0.71053,0
Area 1,450,45,0.11268,0
Area 1,450,50,0.42769,1
Area 1,450,70,0.86458,0
Area 1,450,71,0.84731,0
Area 1,450,77,0.05232,0
Area 1,450,85,1.01602,1
Area 1,450,91,0.03649,0
Area 1,450,95,0.43543,0
Area 1,600,8,0.11323,0
Area 1,600,9,0.0582,0
Area 1,600,12,0.04741,0
Area 1,600,14,0.03555,0
Area 1,600,15,0.16347,0
Area 1,600,22,0.3851,0
Area 1,600,27,0.01909,0
Area 1,600,32,0.35453,1
Area 1,600,36,0.76977,0
Area 1,600,38,0.11767,0
Area 1,600,39,0.05292,0
Area 1,600,42,0.41,0
Area 1,600,45,0.04164,1
Area 1,600,50,0.10395,0
Area 1,600,70,0.52069,1
Area 1,600,71,0.10756,0
Area 1,600,85,1.09423,3
Area 1,600,91,0.01182,0
Area 1,600,92,0.09984,0
Area 1,600,95,0.72675,1
Area 2,100,3,0.01637,0
Area 2,100,5,0.00639,0
Area 2,100,6,0.00065,0
Area 2,100,8,0.0122,0
Area 2,100,9,0.02027,0
Area 2,100,10,0.01729,0
Area 2,100,12,0.03962,0
Area 2,100,15,0.0292,0
Area 2,100,16,0.03922,1
Area 2,100,19,0.02523,0
Area 2,100,22,0.00728,0
Area 2,100,32,0.29963,2
Area 2,100,42,0.09917,1
Area 2,100,45,0.07361,0
Area 2,100,47,0.026,0
Area 2,100,50,0.15357,2
Area 2,100,57,0.01542,0
Area 2,100,66,0.01428,0
Area 2,100,68,0.08484,0
Area 2,100,69,0.05982,1
Area 2,100,70,0.21686,0
Area 2,100,71,0.01405,1
Area 2,100,79,0.24802,0
Area 2,100,85,0.91297,6
Area 2,100,86,0.05724,0
Area 2,100,88,0.02574,0
Area 2,100,91,0.01204,0
Area 2,100,93,0.02648,0
Area 2,100,95,0.3502,0
Area 2,100,100,0.00725,1
Area 2,150,3,0.10241,0
Area 2,150,5,0.16122,0
Area 2,150,6,0.17289,0
Area 2,150,7,0.07055,0
Area 2,150,8,0.69791,4
Area 2,150,9,2.97294,0
Area 2,150,10,0.93773,1
Area 2,150,11,1.72371,2
Area 2,150,12,3.40093,1
Area 2,150,13,2.3682,0
Area 2,150,14,0.29208,0
Area 2,150,15,9.69342,6
Area 2,150,16,0.28383,0
Area 2,150,17,0.03709,0
Area 2,150,18,0.02853,0
Area 2,150,19,0.11841,0
Area 2,150,21,0.34619,0
Area 2,150,22,16.73199,12
Area 2,150,23,0.62131,1
Area 2,150,24,0.49186,2
Area 2,150,25,0.16979,0
Area 2,150,26,0.09304,0
Area 2,150,32,6.66513,5
Area 2,150,33,0.03742,0
Area 2,150,34,0.06029,0
Area 2,150,35,0.2034,0
Area 2,150,36,3.36355,6
Area 2,150,42,6.736,15
Area 2,150,43,0.25266,0
Area 2,150,45,0.37211,1
Area 2,150,47,0.14208,0
Area 2,150,48,0.04611,0
Area 2,150,49,0.13031,0
Area 2,150,50,19.42782,42
Area 2,150,59,0.42924,2
Area 2,150,66,0.12157,1
Area 2,150,68,0.67402,4
Area 2,150,69,0.20674,0
Area 2,150,70,17.17891,55
Area 2,150,71,1.58034,3
Area 2,150,77,0.42492,0
Area 2,150,79,0.64474,2
Area 2,150,85,26.88477,52
Area 2,150,86,0.14734,3
Area 2,150,88,0.24562,0
Area 2,150,93,0.19747,0
Area 2,150,94,0.73595,2
Area 2,150,95,11.56901,27
Area 2,150,100,0.15804,0
Area 2,225,3,0.03977,0
Area 2,225,5,0.15102,0
Area 2,225,6,0.20394,0
Area 2,225,7,0.55008,0
Area 2,225,8,0.29338,1
Area 2,225,9,0.7493,1
Area 2,225,10,0.92775,0
Area 2,225,11,0.07344,0
Area 2,225,12,22.89402,20
Area 2,225,13,1.19015,2
Area 2,225,14,0.10849,0
Area 2,225,15,28.97671,32
Area 2,225,16,0.30004,0
Area 2,225,17,0.1334,0
Area 2,225,18,0.35112,0
Area 2,225,19,2.20827,0
Area 2,225,21,1.34127,0
Area 2,225,22,46.31293,18
Area 2,225,23,1.96582,1
Area 2,225,24,1.23242,0
Area 2,225,25,0.99063,0
Area 2,225,26,0.72107,0
Area 2,225,31,0.2835,0
Area 2,225,32,94.43322,73
Area 2,225,33,2.11243,1
Area 2,225,34,0.71203,1
Area 2,225,35,2.77647,2
Area 2,225,36,32.93127,48
Area 2,225,37,0.34706,2
Area 2,225,39,0.31667,0
Area 2,225,40,0.51483,1
Area 2,225,42,128.56922,182
Area 2,225,43,0.54731,0
Area 2,225,45,9.68784,5
Area 2,225,46,0.10342,0
Area 2,225,47,1.34126,2
Area 2,225,48,0.51043,0
Area 2,225,49,0.30439,0
Area 2,225,50,195.95662,234
Area 2,225,57,0.07516,0
Area 2,225,59,1.55927,5
Area 2,225,66,0.05617,0
Area 2,225,68,1.04589,0
Area 2,225,69,1.98949,0
Area 2,225,70,146.9642,195
Area 2,225,71,45.48121,44
Area 2,225,77,5.08221,7
Area 2,225,79,0.41912,0
Area 2,225,85,339.08786,457
Area 2,225,86,0.01377,0
Area 2,225,88,0.06874,0
Area 2,225,91,0.26508,0
Area 2,225,93,0.05108,0
Area 2,225,94,8.81045,11
Area 2,225,95,165.22205,216
Area 2,225,100,0.03331,0
Area 2,300,5,0.02062,0
Area 2,300,6,0.00698,0
Area 2,300,7,0.12753,0
Area 2,300,8,0.11037,0
Area 2,300,9,0.22027,0
Area 2,300,10,0.21956,0
Area 2,300,12,11.36144,17
Area 2,300,13,0.64941,1
Area 2,300,14,0.02302,0
Area 2,300,15,7.1847,9
Area 2,300,18,0.00806,0
Area 2,300,19,1.08424,0
Area 2,300,22,12.7595,8
Area 2,300,23,0.80963,0
Area 2,300,24,0.22653,0
Area 2,300,25,0.10895,0
Area 2,300,26,1.23779,0
Area 2,300,32,18.49425,13
Area 2,300,33,0.39018,1
Area 2,300,34,0.06419,3
Area 2,300,35,0.43731,0
Area 2,300,36,11.37105,8
Area 2,300,42,19.86099,12
Area 2,300,45,1.11352,0
Area 2,300,47,0.16643,0
Area 2,300,48,0.31875,0
Area 2,300,49,0.29305,0
Area 2,300,50,27.8672,35
Area 2,300,57,1.26139,0
Area 2,300,59,0.23437,0
Area 2,300,68,0.06897,0
Area 2,300,69,0.98601,3
Area 2,300,70,26.61223,35
Area 2,300,71,11.2389,16
Area 2,300,77,0.40487,1
Area 2,300,79,0.3498,0
Area 2,300,85,49.0495,51
Area 2,300,86,0.04519,0
Area 2,300,88,0.16381,0
Area 2,300,94,2.85669,2
Area 2,300,95,35.01569,39
Area 2,300,100,0.01398,0
Area 2,375,5,0.02363,0
Area 2,375,6,0.10097,0
Area 2,375,8,0.03083,0
Area 2,375,11,0.02617,0
Area 2,375,12,2.5354,5
Area 2,375,15,2.38198,2
Area 2,375,19,0.51844,0
Area 2,375,21,0.10791,0
Area 2,375,22,3.70812,2
Area 2,375,23,0.14534,0
Area 2,375,24,0.22513,0
Area 2,375,25,0.03009,0
Area 2,375,32,3.79617,2
Area 2,375,33,0.16543,0
Area 2,375,35,0.19951,0
Area 2,375,36,3.86596,6
Area 2,375,37,0.01403,0
Area 2,375,39,0.20322,0
Area 2,375,42,4.918,2
Area 2,375,45,0.16083,0
Area 2,375,48,0.1939,0
Area 2,375,49,0.20735,0
Area 2,375,50,8.66468,3
Area 2,375,59,0.02823,0
Area 2,375,68,0.06729,0
Area 2,375,69,0.65808,1
Area 2,375,70,9.09254,6
Area 2,375,71,2.12008,3
Area 2,375,77,0.63527,0
Area 2,375,85,18.54767,19
Area 2,375,94,1.43374,1
Area 2,375,95,10.40392,11
Area 2,450,5,0.00554,0
Area 2,450,6,0.04889,0
Area 2,450,8,0.04422,0
Area 2,450,10,0.02793,0
Area 2,450,11,0.02804,0
Area 2,450,12,1.75068,0
Area 2,450,13,0.00292,0
Area 2,450,15,2.04799,0
Area 2,450,19,0.09619,0
Area 2,450,22,1.90316,0
Area 2,450,23,0.08364,0
Area 2,450,32,1.3626,0
Area 2,450,35,0.25988,0
Area 2,450,36,0.85683,0
Area 2,450,42,1.92749,1
Area 2,450,44,0.12507,0
Area 2,450,45,0.02459,0
Area 2,450,50,3.44813,3
Area 2,450,59,0.11828,0
Area 2,450,69,0.22447,0
Area 2,450,70,4.23461,5
Area 2,450,71,1.84323,2
Area 2,450,77,0.29432,0
Area 2,450,79,0.00251,0
Area 2,450,85,8.80143,6
Area 2,450,94,0.96322,2
Area 2,450,95,3.83711,5
Area 2,600,5,0.01848,0
Area 2,600,8,0.01761,0
Area 2,600,10,0.01922,0
Area 2,600,11,0.10556,0
Area 2,600,12,0.97425,2
Area 2,600,13,0.07457,0
Area 2,600,15,1.27359,1
Area 2,600,19,0.09474,0
Area 2,600,22,1.0941,0
Area 2,600,25,0.04672,0
Area 2,600,32,0.17031,0
Area 2,600,36,0.91889,0
Area 2,600,42,1.25908,2
Area 2,600,45,0.08598,0
Area 2,600,50,2.77651,2
Area 2,600,59,0.14578,0
Area 2,600,69,0.09354,0
Area 2,600,70,1.11706,1
Area 2,600,71,1.08302,0
Area 2,600,77,0.05939,0
Area 2,600,85,6.0637,4
Area 2,600,94,0.2093,0
Area 2,600,95,5.23621,3
Area 2,900,13,0.00886,0
Area 2,900,15,0.01661,0
Area 2,900,22,0.1192,0
Area 2,900,32,0.30072,0
Area 2,900,35,0.16547,0
Area 2,900,42,0.11936,0
Area 2,900,50,0.4705,0
Area 2,900,70,0.42218,0
Area 2,900,71,0.11814,0
Area 2,900,85,1.20853,1
Area 2,900,95,0.17301,0
Area 2,1050,12,0.21009,0
Area 2,1050,22,0.20862,0
Area 2,1050,32,0.10965,0
Area 2,1050,42,0.21591,0
Area 2,1050,50,0.2033,0
Area 2,1050,70,0.43884,0
Area 2,1050,85,0.27249,0
Area 2,1050,95,0.10437,0
Area 3,100,6,0.00273,0
Area 3,100,7,0.02323,0
Area 3,100,8,0.0236,0
Area 3,100,9,0.0297,0
Area 3,100,10,0.05042,0
Area 3,100,11,0.03752,0
Area 3,100,12,0.24703,0
Area 3,100,15,0.81469,3
Area 3,100,22,0.12175,0
Area 3,100,27,0.42329,0
Area 3,100,32,0.32654,1
Area 3,100,33,0.01902,0
Area 3,100,36,0.41693,2
Area 3,100,40,0.0456,0
Area 3,100,42,2.80104,18
Area 3,100,50,4.13144,21
Area 3,100,59,0.01474,0
Area 3,100,61,0.08982,0
Area 3,100,68,0.15167,1
Area 3,100,70,3.06143,7
Area 3,100,71,0.2506,4
Area 3,100,85,2.91566,11
Area 3,100,86,0.06966,1
Area 3,100,91,0.0781,0
Area 3,100,95,0.92314,2
Area 3,150,3,0.09978,0
Area 3,150,5,0.04061,0
Area 3,150,6,0.32188,0
Area 3,150,7,0.89616,0
Area 3,150,8,2.06259,0
Area 3,150,9,1.60884,1
Area 3,150,10,3.97205,9
Area 3,150,11,2.00507,1
Area 3,150,12,16.85707,22
Area 3,150,13,2.0301,0
Area 3,150,14,2.27601,10
Area 3,150,15,11.98501,7
Area 3,150,16,0.41959,1
Area 3,150,17,0.27,0
Area 3,150,18,1.27127,2
Area 3,150,19,1.05911,0
Area 3,150,21,0.57259,2
Area 3,150,22,32.35641,37
Area 3,150,23,0.71886,0
Area 3,150,24,1.00904,0
Area 3,150,25,0.44318,0
Area 3,150,26,0.09858,0
Area 3,150,27,1.17883,0
Area 3,150,28,0.12251,0
Area 3,150,32,58.66162,92
Area 3,150,33,0.07345,2
Area 3,150,34,0.10132,0
Area 3,150,36,32.11786,61
Area 3,150,37,0.63392,1
Area 3,150,38,0.18568,0
Area 3,150,39,0.04743,0
Area 3,150,40,0.56252,0
Area 3,150,42,60.38274,122
Area 3,150,43,0.26447,1
Area 3,150,44,0.69257,1
Area 3,150,45,0.08807,0
Area 3,150,47,0.13534,0
Area 3,150,49,0.0541,0
Area 3,150,50,51.18511,103
Area 3,150,61,1.12196,1
Area 3,150,63,0.0863,1
Area 3,150,68,0.74084,0
Area 3,150,70,38.10558,75
Area 3,150,71,8.85675,19
Area 3,150,77,0.25778,0
Area 3,150,85,35.41176,58
Area 3,150,86,0.04672,0
Area 3,150,91,0.47433,0
Area 3,150,92,0.007,0
Area 3,150,95,12.5094,23
Area 3,225,3,0.14444,0
Area 3,225,5,0.28789,3
Area 3,225,6,0.3143,0
Area 3,225,7,0.06265,0
Area 3,225,8,0.02336,0
Area 3,225,9,0.10207,0
Area 3,225,10,2.42266,0
Area 3,225,11,0.12334,0
Area 3,225,12,18.4183,17
Area 3,225,13,0.60566,0
Area 3,225,14,0.74454,2
Area 3,225,15,8.99626,10
Area 3,225,16,0.28925,0
Area 3,225,17,0.16239,0
Area 3,225,18,0.38843,0
Area 3,225,20,0.11397,0
Area 3,225,21,0.92352,0
Area 3,225,22,12.40469,11
Area 3,225,23,0.06682,0
Area 3,225,24,0.43473,1
Area 3,225,25,0.20411,0
Area 3,225,28,0.16463,0
Area 3,225,29,0.18406,0
Area 3,225,32,23.58226,20
Area 3,225,35,0.04226,0
Area 3,225,36,13.93315,14
Area 3,225,37,0.38421,2
Area 3,225,38,0.18503,0
Area 3,225,40,0.47408,1
Area 3,225,42,24.72335,22
Area 3,225,43,0.1091,0
Area 3,225,44,1.3143,1
Area 3,225,45,1.16652,0
Area 3,225,47,0.1151,0
Area 3,225,50,32.20019,52
Area 3,225,61,0.61509,0
Area 3,225,68,2.18441,6
Area 3,225,70,28.48576,31
Area 3,225,71,6.09418,1
Area 3,225,77,0.3377,0
Area 3,225,85,31.92129,44
Area 3,225,86,0.01635,0
Area 3,225,91,0.38423,0
Area 3,225,92,0.04722,0
Area 3,225,95,14.68205,20
Area 3,300,3,0.00401,0
Area 3,300,7,0.10954,0
Area 3,300,9,0.16032,0
Area 3,300,10,0.16944,0
Area 3,300,11,0.13737,0
Area 3,300,12,3.40127,8
Area 3,300,14,0.37668,0
Area 3,300,15,3.58874,0
Area 3,300,16,0.02868,0
Area 3,300,17,0.20999,0
Area 3,300,18,0.12898,0
Area 3,300,20,0.11399,0
Area 3,300,21,0.16884,0
Area 3,300,22,4.28493,5
Area 3,300,23,0.01356,0
Area 3,300,24,0.09576,0
Area 3,300,27,0.07003,0
Area 3,300,32,3.95344,4
Area 3,300,35,0.01422,0
Area 3,300,36,2.16796,2
Area 3,300,37,0.22134,0
Area 3,300,40,0.07874,0
Area 3,300,42,4.05825,4
Area 3,300,44,0.47204,1
Area 3,300,45,1.03003,2
Area 3,300,50,3.9659,4
Area 3,300,61,0.05389,0
Area 3,300,68,0.86561,0
Area 3,300,70,2.92683,2
Area 3,300,71,1.71025,2
Area 3,300,77,0.28253,0
Area 3,300,85,5.08683,4
Area 3,300,86,0.07798,0
Area 3,300,95,3.79215,2
Area 3,375,3,0.00473,0
Area 3,375,5,0.01725,0
Area 3,375,11,0.06292,0
Area 3,375,12,1.32427,1
Area 3,375,15,0.72643,0
Area 3,375,16,0.01722,0
Area 3,375,22,0.89732,1
Area 3,375,32,2.7267,0
Area 3,375,34,0.0917,0
Area 3,375,36,0.75535,0
Area 3,375,42,1.88316,1
Area 3,375,44,0.42479,0
Area 3,375,45,0.36485,0
Area 3,375,50,2.89273,0
Area 3,375,68,0.69473,0
Area 3,375,70,0.89592,1
Area 3,375,71,0.55694,1
Area 3,375,85,2.10232,1
Area 3,375,86,0.20099,0
Area 3,375,91,0.10272,0
Area 3,375,92,0.02553,0
Area 3,375,95,0.56852,0
Area 3,450,9,0.22711,3
Area 3,450,10,0.05538,0
Area 3,450,11,0.4303,0
Area 3,450,12,0.11032,0
Area 3,450,13,0.03113,0
Area 3,450,15,0.49706,0
Area 3,450,18,0.00508,0
Area 3,450,22,0.16012,0
Area 3,450,32,0.08678,0
Area 3,450,42,0.17178,0
Area 3,450,50,0.13477,0
Area 3,450,68,0.26934,0
Area 3,450,70,0.05124,0
Area 3,450,71,0.03202,0
Area 3,450,85,0.3489,0
Area 3,450,95,0.17527,1
Area 3,600,12,0.02313,1
Area 3,600,15,0.08047,0
Area 3,600,22,0.05404,0
Area 3,600,36,0.04753,0
Area 3,600,42,0.16094,0
Area 3,600,50,0.03577,0
Area 3,600,68,0.0236,0
Area 3,600,85,0.59528,0
Area 3,900,12,0.07299,1
Area 3,900,21,0.16736,0
Area 3,900,22,0.24612,1
Area 3,900,68,0.07494,0
Area 3,900,70,0.31515,0
Area 3,900,71,0.07648,0
Area 3,1050,3,0.03001,0
Area 3,1050,32,0.05162,0
Area 4,100,8,0.05882,0
Area 4,100,9,0.11365,0
Area 4,100,10,0.12401,0
Area 4,100,11,0.02553,0
Area 4,100,12,0.086,0
Area 4,100,13,0.08682,0
Area 4,100,14,0.05597,0
Area 4,100,15,0.07501,1
Area 4,100,21,0.03912,0
Area 4,100,22,0.36607,1
Area 4,100,24,0.03264,0
Area 4,100,26,0.00383,0
Area 4,100,31,0.02596,0
Area 4,100,32,0.16145,0
Area 4,100,35,0.03593,0
Area 4,100,36,0.16129,5
Area 4,100,42,0.12611,0
Area 4,100,47,0.02111,0
Area 4,100,50,0.45955,2
Area 4,100,57,0.0685,0
Area 4,100,59,0.02187,0
Area 4,100,66,0.25353,0
Area 4,100,68,0.03579,0
Area 4,100,69,0.17285,0
Area 4,100,70,0.37735,2
Area 4,100,71,0.06851,0
Area 4,100,77,0.25846,1
Area 4,100,79,0.10579,0
Area 4,100,85,1.12675,3
Area 4,100,88,0.11073,2
Area 4,100,93,0.05714,1
Area 4,100,95,0.52557,0
Area 4,150,3,0.02572,0
Area 4,150,5,0.30207,0
Area 4,150,6,0.18614,0
Area 4,150,7,0.79882,0
Area 4,150,8,1.67157,1
Area 4,150,9,2.54766,1
Area 4,150,10,2.76991,5
Area 4,150,11,2.0761,2
Area 4,150,12,4.13628,9
Area 4,150,13,3.62074,4
Area 4,150,14,2.79091,4
Area 4,150,15,16.76416,20
Area 4,150,16,0.9085,1
Area 4,150,17,0.96777,0
Area 4,150,18,0.41065,2
Area 4,150,19,1.58718,1
Area 4,150,20,1.34157,2
Area 4,150,21,1.14111,0
Area 4,150,22,33.28052,41
Area 4,150,23,1.98261,2
Area 4,150,24,0.5827,3
Area 4,150,25,6.3032,6
Area 4,150,26,0.84567,2
Area 4,150,27,0.77591,0
Area 4,150,28,0.80334,0
Area 4,150,29,0.43604,0
Area 4,150,31,0.97728,1
Area 4,150,32,40.47951,33
Area 4,150,33,0.67852,5
Area 4,150,34,0.20519,0
Area 4,150,35,0.34996,0
Area 4,150,36,9.4244,16
Area 4,150,37,0.01549,0
Area 4,150,38,0.20446,0
Area 4,150,39,0.26349,0
Area 4,150,40,2.04459,8
Area 4,150,42,52.28512,73
Area 4,150,43,0.50034,0
Area 4,150,45,8.50329,20
Area 4,150,46,0.97108,2
Area 4,150,47,0.44197,0
Area 4,150,48,3.95125,8
Area 4,150,49,1.07882,1
Area 4,150,50,56.73051,89
Area 4,150,53,0.10152,0
Area 4,150,55,0.19862,0
Area 4,150,59,0.48011,1
Area 4,150,63,0.21342,0
Area 4,150,66,0.08551,0
Area 4,150,68,0.04811,0
Area 4,150,69,0.00637,0
Area 4,150,70,28.30407,55
Area 4,150,71,0.53462,0
Area 4,150,77,0.30903,0
Area 4,150,79,0.12503,0
Area 4,150,84,0.86751,2
Area 4,150,85,29.34277,39
Area 4,150,88,0.12819,0
Area 4,150,91,0.06242,0
Area 4,150,93,1.4823,3
Area 4,150,95,14.13981,32
Area 4,225,5,0.2942,0
Area 4,225,6,0.14787,0
Area 4,225,7,0.08157,0
Area 4,225,8,0.30922,0
Area 4,225,9,0.55781,0
Area 4,225,10,0.87759,0
Area 4,225,11,0.36204,0
Area 4,225,12,5.02665,4
Area 4,225,13,0.66484,0
Area 4,225,14,0.14079,0
Area 4,225,15,23.41723,13
Area 4,225,16,0.62834,0
Area 4,225,17,0.58967,0
Area 4,225,18,0.9925,1
Area 4,225,19,0.33163,0
Area 4,225,20,2.5716,1
Area 4,225,21,2.26643,2
Area 4,225,22,44.09528,27
Area 4,225,23,1.05698,0
Area 4,225,24,3.85105,3
Area 4,225,25,10.65851,7
Area 4,225,26,2.40784,2
Area 4,225,27,0.60388,1
Area 4,225,28,0.59482,1
Area 4,225,29,0.79887,0
Area 4,225,31,2.33514,0
Area 4,225,32,61.1392,35
Area 4,225,33,3.93778,1
Area 4,225,34,1.49742,0
Area 4,225,35,0.91465,1
Area 4,225,36,23.50755,16
